"id","obs_date","asm","asm_d11","asm_d","asm_d_d11","asm_i","asm_i_d11","rpm","rpm_d11","rpm_d","rpm_d_d11","rpm_i","rpm_i_d11","load_factor","load_factor_d11","load_factor_d","load_factor_d_d11","load_factor_i","load_factor_i_d11","enplane_i","enplane_i_d11","enplane_d","enplane_d_d11","enplane","enplane_d11","air_rpm_tsi","air_rpm_tsi_d11","air_rtmfm","air_rtmfm_d11","rail_frt_carloads","rail_frt_carloads_d11","rail_frt_intermodal","rail_frt_intermodal_d11","rail_pm","rail_pm_d11","transit","transit_d11","petroleum","petroleum_d11","natural_gas","natural_gas_d11","waterborne","waterborne_d11","truck_d11","vmt","vmt_d11","tsi_freight","tsi_freight_c","tsi_passenger","tsi_passenger_c","tsi_total","tsi_total_c","ind_pro","manuf","inv_to_sales","idx_air_rpm","idx_air_rtmfm","idx_rail_frt_carloads","idx_rail_frt_intermodal","idx_rail_pm","idx_transit_d11","idx_petroleum_d11","idx_natural_gas_d11","idx_waterborne_d11","idx_truck_d11"
"SATD201701","2017-01-01T00:00:00.000","89957347","95000117","63084040","66549113","26873307","28451004","71433297","79802829","50136641","56554728","21296656","23248101","79.4","84","79.5","85","79.2","81.7","8512","8891","54109","61473","62621","70364","71876269","80102646","2993084","3193117","1076303","1097169","1106662","1122688","458016423","557878267","805134","857532","270123","267828","2913.8","2160.1","43.9","46.3","102.8","242600","266509","123.6","-0.5","126.9","1","124.5","0","101.4447892978782","101.8295944938506","1.47","1.3582","1.2438","0.8109","1.5123","1.1976","1.089","1.1969","1.1519","0.9381","1.3726"
"SATD201702","2017-02-01T00:00:00.000","81365955","94828034","57436642","66294814","23929313","28533220","64261254","78955620","46484890","55968822","17776364","22986798","79","83.3","80.9","84.4","74.3","80.6","7299","8832","51078","61146","58377","69978","64666236","79532121","2710384","3242965","1008629","1119278","1033113","1129601","405865664","545563122","780180","847513","245467","271238","2340.2","2012.6","43","47.5","103.9","225644","265234","124.4","0.6","125.8","-0.9","124.6","0.1","101.0544740963511","101.6404131259727","1.47","1.3486","1.2632","0.8272","1.5216","1.1712","1.0763","1.2121","1.0733","0.9623","1.3873"
"SATD201703","2017-03-01T00:00:00.000","96763000","95086420","68737057","66469897","28025943","28616522","80838984","78907267","58791439","56013907","22047545","22893359","83.5","83","85.5","84.3","78.7","80","8999","8708","63963","60939","72962","69647","81311996","79681181","3435973","3301157","1096388","1095204","1115358","1122796","530748447","550992288","888768","842567","274785","271159","2523.3","2250.6","47.7","48.3","103.1","268343","265123","124.9","0.3","125.8","0","124.9","0.2","101.6843988929239","101.7444517630665","1.48","1.3511","1.2859","0.8094","1.5124","1.1828","1.07","1.2118","1.2002","0.9775","1.376"
"SATD201704","2017-04-01T00:00:00.000","94777063","95691014","66075380","66695703","28701683","28995311","79494360","80361694","56302476","56463163","23191884","23898531","83.9","84","85.2","84.7","80.8","82.4","9163","9197","61099","61670","70262","70867","79935852","80722402","3249956","3307298","1060194","1084136","1095916","1129434","561148298","575856896","837027","841169","279556","280494","1932","2205.7","44.1","44.3","104.3","272864","270670","125.2","0.3","127","0.9","125.5","0.5","102.7032016440955","101.3983232204273","1.48","1.3688","1.2883","0.8012","1.5214","1.2362","1.0683","1.2535","1.1763","0.8968","1.3931"
"SATD201705","2017-05-01T00:00:00.000","99451590","95947369","68835215","66914756","30616375","29032613","83542041","80125449","59016291","56639938","24525750","23485511","84","83.5","85.7","84.6","80.1","80.9","9236","9049","64443","61479","73679","70528","83939006","80631561","3395667","3363493","1104639","1095030","1163002","1138447","574606036","555720617","878191","842219","290050","281061","1892","2290.1","42.6","41.5","104.8","281264","266153","125.9","0.5","126.8","-0.1","125.9","0.3","102.7919003116702","102.0561230647878","1.49","1.3672","1.3102","0.8093","1.5335","1.193","1.0696","1.256","1.2212","0.8407","1.3988"
"SATD201706","2017-06-01T00:00:00.000","103710325","96777228","71663412","67617975","32046913","29159252","89667877","80006977","62468978","56575172","27198899","23431805","86.5","82.7","87.2","83.7","84.9","80.4","10262","8994","66746","61043","77008","70037","90130486","80499668","3442624","3432309","1099685","1105637","1148295","1142490","636313142","560168368","844939","834534","278060","278195","1910.4","2300.3","44.7","44.5","103.7","280290","266376","125.8","-0.1","126.4","-0.4","125.7","-0.2","103.0064607459657","101.6012874846724","1.49","1.365","1.337","0.8171","1.539","1.2025","1.0598","1.2432","1.2267","0.9012","1.3842"
"SATD201707","2017-07-01T00:00:00.000","108632534","97539455","74806757","68409014","33825777","29130441","94106754","80874458","65035238","57310180","29071516","23564278","86.6","82.9","86.9","83.8","85.9","80.9","11242","9105","68575","62153","79817","71258","94641128","81228504","3451415","3464663","1099606","1073639","1145409","1133927","667515087","557331505","792993","835461","284041","279481","2141.6","2315.1","45.7","45.1","107.2","288566","269548","128.2","1.9","127.2","0.7","127.5","1.5","102.7492962062958","101.6188495623015","1.49","1.3773","1.3496","0.7935","1.5274","1.1964","1.061","1.249","1.2346","0.913","1.4316"
"SATD201708","2017-08-01T00:00:00.000","105782526","97162294","73231170","68186410","32551356","28975884","90444528","80927568","62520313","57379201","27924215","23548367","85.5","83.3","85.4","84.2","85.8","81.3","10437","9113","66665","61915","77102","71028","90980861","81566269","3534006","3520207","1155836","1076247","1207978","1144654","628885839","548119678","840222","828568","281100","276131","2093.8","2275.5","47","44.8","108.3","282558","267211","128.9","0.6","127.3","0","128","0.4","102.2830122385589","102.5785392980583","1.5","1.3831","1.3712","0.7954","1.5419","1.1766","1.0523","1.234","1.2135","0.9059","1.4465"
"SATD201709","2017-09-01T00:00:00.000","91409247","94886129","63120361","66391854","28288886","28494274","74645832","79236313","51871588","56191082","22774244","23045231","81.7","83.5","82.2","84.6","80.5","80.9","7773","8693","57145","60212","64918","68905","75092482","79803143","3514525","3516727","1085240","1072824","1130713","1118660","511006011","528171110","846559","828629","260591","266387","1920.5","2288.6","44","43.4","108.9","265212","266506","128.8","-0.1","125.2","-1.6","127.3","-0.6","102.4019957521227","103.5064394502586","1.45","1.3532","1.3699","0.7929","1.5069","1.1338","1.0523","1.1904","1.2205","0.8791","1.4542"
"SATD201710","2017-10-01T00:00:00.000","96446815","97256688","68007445","68146442","28439370","29110246","80629312","81546850","58257903","58161388","22371409","23385462","83.6","83.8","85.7","85.3","78.7","80.3","8079","8984","64625","62877","72704","71861","81168258","81772391","3725482","3497631","1141730","1089509","1223973","1155916","544835510","551460359","913074","835160","290875","287059","2031.5","2324","45.7","42.9","109.4","278888","268718","130","1","127.8","2","129","1.3","103.6761151540564","104.2422682724395","1.45","1.3866","1.3624","0.8052","1.557","1.1838","1.0606","1.2828","1.2393","0.8686","1.4601"
"SATD201711","2017-11-01T00:00:00.000","90290523","97112108","65149170","68202297","25141353","28909812","75655182","81828750","55883967","58364289","19771215","23464461","83.8","84.3","85.8","85.6","78.6","81.2","7719","8991","61911","63801","69630","72792","76124221","82197556","3845502","3648730","1076599","1091444","1134901","1159136","552222667","550021575","833902","838311","293896","297865","2357.3","2308.3","46.6","45.6","110.2","258159","268212","131.6","1.2","128.4","0.5","130.2","1","103.9430324407398","106.0736150510274","1.44","1.3938","1.4213","0.8066","1.5614","1.1807","1.0646","1.3311","1.2309","0.9239","1.471"
"SATD201712","2017-12-01T00:00:00.000","96283221","97547584","68235415","68618151","28047806","28929433","79629124","81821168","56980320","58292057","22648804","23529111","82.7","83.9","83.5","85","80.8","81.3","8955","9062","61374","63417","70329","72478","80037671","82262084","3809805","3590634","1072484","1095983","1146773","1168339","558435738","548353636","775826","826508","300128","293158","3086","2444.1","43.9","44.5","112.1","267958","272319","133.3","1.3","127.9","-0.3","131.2","0.7","104.1871590975602","106.9354906835336","1.44","1.3949","1.3987","0.81","1.5738","1.1771","1.0496","1.3101","1.3034","0.9016","1.4963"
"SATD201801","2018-01-01T00:00:00.000","93056109","98360158","65566520","69184182","27489589","29175976","73352756","82489414","51716869","58707125","21635887","23782289","78.8","83.9","78.9","84.9","78.7","81.5","8598","9053","55830","63780","64428","72834","73795773","82747731","3401398","3602540","1044062","1062920","1150154","1166543","438710211","541457427","790699","824776","291804","287962","3340.9","2503.1","45","47.2","108.9","244736","268361","131.2","-1.6","128.4","0.3","129.9","-1","104.1852085481575","107.4783589565746","1.45","1.4031","1.4033","0.7855","1.5714","1.1623","1.0474","1.2869","1.3348","0.9555","1.4545"
"SATD201802","2018-02-01T00:00:00.000","85156278","99268908","60464271","69778523","24692007","29490385","68213441","83822971","49452398","59477505","18761043","24345466","80.1","84.4","81.8","85.2","76","82.6","7637","9263","54078","64786","61715","74049","68674180","84020961","3085173","3717385","1002320","1109924","1096709","1194265","397611189","539707716","768012","835555","264816","292066","2710.7","2336.9","43.9","48.4","111.6","227759","267857","133.6","1.9","130.2","1.4","132.1","1.7","104.4384719890221","107.8342689095388","1.45","1.4247","1.4481","0.8203","1.6087","1.1586","1.0611","1.3052","1.2462","0.9804","1.49"
"SATD201803","2018-03-01T00:00:00.000","100683549","98995225","71674603","69344479","29008946","29650746","85599897","83092134","61707206","58575200","23892691","24516934","85","83.9","86.1","84.5","82.4","82.7","9647","9185","66643","63815","76290","73000","86103130","83896764","3751124","3676793","1134192","1132227","1192474","1203707","507584752","512882983","843258","814546","291322","288689","2796.7","2514","49.8","50.6","112.2","270705","268556","135.2","1.2","129","-0.9","132.8","0.5","104.913174117339","108.2775446410883","1.45","1.4226","1.4322","0.8368","1.6214","1.101","1.0344","1.2901","1.3406","1.0253","1.4981"
"SATD201804","2018-04-01T00:00:00.000","99520372","100586508","70357641","70943717","29162731","29642792","82536712","84116335","59340837","59740088","23195875","24376247","82.9","83.6","84.3","84.2","79.5","82.2","9074","9196","64557","64814","73631","74009","83009458","84201291","3551102","3553330","1095849","1115336","1170294","1199977","502623911","534987304","831169","819017","283594","285038","2350.5","2689.2","52.5","52.5","111.6","275127","273320","135.2","0","129.6","0.5","133","0.1","106.1048571418855","108.8688753561944","1.45","1.4277","1.3841","0.8243","1.6164","1.1485","1.0401","1.2738","1.4341","1.063","1.4896"
"SATD201805","2018-05-01T00:00:00.000","104550878","100826656","73310982","71201856","31239896","29624800","88019738","83802278","62580573","59553399","25439165","24248878","84.2","83.1","85.4","83.6","81.4","81.9","9452","9194","67844","64521","77296","73716","88525374","84604612","3754250","3704508","1139422","1123865","1234657","1212011","556052014","535590886","859977","825660","298650","289485","2055","2490.2","54.2","53.2","113","283713","267556","136.1","0.7","130.4","0.6","133.8","0.7","105.1048412612767","109.7387539607846","1.44","1.4346","1.443","0.8306","1.6326","1.1497","1.0486","1.2937","1.328","1.0775","1.5093"
"SATD201806","2018-06-01T00:00:00.000","107912286","101148268","75323764","71578433","32588522","29569835","94375329","84463404","66095834","60315271","28279495","24148134","87.5","83.5","87.7","84.3","86.8","81.7","10606","9279","70278","64973","80884","74252","94917320","85238262","3700674","3695889","1121208","1127898","1223757","1215143","600475156","527111448","824159","829144","290939","290641","2063.1","2475.4","53.8","53.4","114","282648","269325","136.8","0.5","131.2","0.6","134.6","0.6","105.9719118010182","110.2747307856421","1.45","1.4453","1.4397","0.8336","1.6368","1.1315","1.053","1.2988","1.3201","1.082","1.5218"
"SATD201807","2018-07-01T00:00:00.000","112677219","101190020","78406996","71569942","34270223","29620079","98883723","84617280","69091770","60467508","29791953","24149772","87.8","83.6","88.1","84.5","86.9","81.5","11421","9308","72540","64555","83961","73863","99373488","85334954","3653033","3637407","1135364","1114304","1222909","1209724","655798387","541361009","798985","822668","290901","286429","2350.7","2518","49.8","49","113.4","290989","270452","135.6","-0.9","131","-0.1","133.7","-0.6","106.1058837468342","110.0739895691982","1.44","1.447","1.4169","0.8235","1.6295","1.1621","1.0448","1.28","1.3428","0.9921","1.5146"
"SATD201808","2018-08-01T00:00:00.000","110046265","101364481","76722877","71627135","33323388","29737345","94835592","84695462","66132066","60633044","28703526","24062418","86.2","83.6","86.2","84.7","86.1","80.9","10649","9272","70339","64484","80988","73756","95268900","85568169","3670755","3642388","1192493","1116273","1266891","1201396","622165201","539322731","835087","820652","296027","290828","2313.8","2498.4","52","50.2","114","284989","267900","136.2","0.4","131.2","0.1","134.2","0.3","106.8269710628589","110.9529826697732","1.45","1.4509","1.4188","0.825","1.6183","1.1578","1.0422","1.2997","1.3324","1.0152","1.5222"
"SATD201809","2018-09-01T00:00:00.000","98096193","101614763","68530530","71947445","29565663","29667318","79102243","84431367","55431382","60403998","23670861","24027369","80.6","83.1","80.9","84","80.1","81","8233","9241","60469","64734","68702","73975","79470511","84869434","3699185","3726647","1114114","1107267","1200516","1193616","495908489","513298942","818166","819902","305793","313219","2156.1","2565.2","50.3","50.2","115.1","267434","269877","137.9","1.3","130.3","-0.7","135","0.6","106.8734762670388","111.2466472843052","1.46","1.4391","1.4517","0.8183","1.6078","1.1019","1.0412","1.3997","1.368","1.0166","1.5364"
"SATD201810","2018-10-01T00:00:00.000","101209471","101864120","72044942","72007121","29164529","29856999","84374600","85743248","61011632","61225502","23362968","24517746","83.4","84.2","84.7","85","80.1","82.1","8424","9455","67082","65228","75506","74683","84871437","85840283","3947446","3693536","1150092","1103792","1269398","1199927","541695863","543315661","923455","832929","313644","310282","2285.8","2597.3","56.2","53.7","116.1","281382","270155","139.1","0.9","132","1.3","136.4","1","106.6947443454558","111.2257506349744","1.46","1.4555","1.4388","0.8158","1.6163","1.1663","1.0578","1.3866","1.3851","1.0879","1.5502"
"SATD201811","2018-11-01T00:00:00.000","94867555","101481762","69098159","71976898","25769396","29504864","79461417","85164560","58779362","60684114","20682055","24480446","83.8","83.9","85.1","84.3","80.3","83","8079","9308","64660","65794","72739","75102","79928596","85326121","3813586","3620170","1077864","1093444","1174197","1194796","561549866","552280872","814395","813210","314398","316265","2715.9","2639.6","50.2","49","117.1","260473","269052","139.2","0.1","130.6","-1.1","135.9","-0.3","106.7798498957098","110.3612073451069","1.44","1.4468","1.4102","0.8081","1.6094","1.1856","1.0327","1.4133","1.4076","0.9921","1.5633"
"SATD201812","2018-12-01T00:00:00.000","100428417","101391254","71865620","72171039","28562797","29220215","82764474","85716918","59477976","61374147","23286498","24342771","82.4","84.5","82.8","85","81.5","83.3","9238","9354","63646","66831","72884","76185","83062296","85901992","3841791","3635123","1090950","1110531","1190997","1212257","551882741","547866924","765150","820278","326224","317444","2999.5","2391","50.2","50.4","115.2","270370","277525","137.2","-1.4","131.5","0.7","135","-0.7","106.8132145565452","109.5731368995989","1.49","1.4566","1.416","0.8207","1.6329","1.1761","1.0417","1.4186","1.2751","1.0192","1.5377"
